model,sample_size,seed,setting,eval_index,text,true_label,predicted_label,positive_score,raw_output
Prompt_LLM,200,100,D1_to_D2,36,"Same problem here: - Windows 7 SP1 64bit - Chrome 19.0.1084.56 - When rundll32.exe is running DDE commands to Excel like opening a file are extremely slow (waiting time 10-20 seconds and then they work, looks like a timeout is reached) - Killing the rundll32.exe process during this waiting time makes the DDE command work straight away!! I have the feeling the bug has something to do with 64bit OSes... I can provide any kind of log/trace file if needed and properly instructed on how to produce it ;)",1,1,,"SATD

Explanation:
The comment explicitly"
Prompt_LLM,200,100,D1_to_D2,37,"Tech edits of JavaDoc and other code comments -- lets -> (let's, allow, {})",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,38,hod contrib was removed,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,39,It's not friendly for new users when the command line scripts don't show usage instructions when passed the defacto Unix usage flags. Imagine this sequence of commands: Same applies for the `hdfs` script.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,40,"Test failure related? Otherwise, +1 for branch-2.0. Thanks.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,41,"Users who are experiencing a crash sometimes want to provide more information. We should make this possible because sometimes the crash reports don't have enough information to reproduce or fix the bugs. Ideas: - add an 'include email address in crash reports' option in Wrench / Options / Details / Privacy. - ditto, in first run dialog (same, but would get more users) - add a way for users who have experienced crashes to see and comment on their crash reports via a web app (shown via Developer / crash report manager? )",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,42,I have the Appveyor issues under control and will check something in soon for that. This looks like it is causing 3 build jobs to fail in Travis CI.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,43,should be used to convert to/from network byte order,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,44,"+1, committed. Thanks ray. We all hate spurious JARs sneaking in. the ones we deliberately add are troublesome enough",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,45,Remove all calls to and ensure that everything is sent through the logging system so that all logging goes to the same place.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,46,"- (id) (id<TProcessor is missing in from the Cocoa headers. Should be added, to let user know that they need to init with this method to delegate stuff to their own processor. Can't see other possibility to make server delegate incomming connections to protocol implementing classes. (no Cocoa server examples available!)",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,200,100,D1_to_D2,47,5685: Diff view Preferences use Inconsistent case For names Of things,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,48,I don't think this is about a single session - these metrics are only used in the [IPC If you create an server and then shut it down - would you expect its metrics to be retained? (IMHO: if it silently retaines any information related to the actual instance that's a resource leak),1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,49,100118: Tab crashes when pausing script.,0,1,,"SATD

Explanation:
The comment """
Prompt_LLM,200,100,D1_to_D2,50,Remove unnecessary shading of commons-httpclient,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,51,"I think the documentation already mentions this [1]: ""They will also have all capabilities granted to them automatically."" [1]",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,52,Renaming it to be consistent in Java DSL and Spring DSL - doTry - doCatch - doFinally in both Java DSL and Spring DSL,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,53,I start getting a little concerned when we are talking about thread safety of these. Mainly because the should not be used as a database. Initial implementation of the KeyProvider API assumes a rather basic and controlled access to key management. We do need to ensure thread safety for these implementations and equally as important for protection against corrupted keystores. See: HADOOP-10224 I will add that jira as related. I would like to consider a more appropriate provider type for access from a KMS as well.,1,1,,"SATD
To determine whether the given"
Prompt_LLM,200,100,D1_to_D2,54,Split up for readability and compile time,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,55,"* Did some restructuring of sections * Added section for common patch feedback (based on my own experiences in a recent patch). ** I ran these past Todd & JD at this week's hackathon. * mentioning ReviewBoard in patch submission process ** this didn't appear anywhere before. I still need to add more on tips on using it, but this is a start.",1,0,,"** The final label should be either """
Prompt_LLM,200,100,D1_to_D2,56,"Thanks for the patch Justin, committed",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,57,"There is a dead lock. NettyRpcServer.stop is synchronized, and in the method, we will wait until all the connections to be closed. And one of the event loop thread calls RpcServer.authorize which is also synchronized, so it is blocked there and never returns back since we have already locked when calling The master thread. The event loop thread.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,58,the job tracker re-runs failed tasks on the same node,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,59,"Committed this to trunk, branch-2, and branch-2.8. Thanks for the contribution!",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,60,HADOOP-1917 changed but did not regenerate and to reflect those changes.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,61,"Currently I'm not able to build the test, they complain about missing documentation... Also compilation fails on my pc becuase MailSorter uses Java 7 style and the compile level seems java 1.6 ... So I'm currently try to sort out how to build camel at all from the git checkout :-(",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,62,camel-kafka - Upgrade to 0.10.2.0,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,63,"When shutting down seda endpoints they take a lille while to shutdown properly. However during testing we dont need to do that, so we could shortcut this and shutdown faster. For example the camel-test kit could tweak that. As well in camel-core. I suspect we can cut down minutes of testing times.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,64,"Today the planner creates left deep trees where joins are ordered based on selectivity. The proposal is to add a rule in the planner that traverses the plan after and flip the build and probe sides if the cardinality suggests so, which produces a bushy plan. This optimization should improve queries against normalized schemas with selective joins and multiple fact tables, more ""efficient"" runtime filters will be created as a result of the plan change The query below generates a left deep plan, where are a bush plan should be created query Plan",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,65,Input Split details for maps should be logged,0,0,,"```python
""NON_SATD"
Prompt_LLM,200,100,D1_to_D2,66,"Hey Ravi, per the previous comment I left the getFileStatus outside the try block so the is now swallowed silently and is thrown up to copy (whose API wants This deserves a comment. The patch just has util classes - perhaps you forgot to add the test class in your diff?",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,67,"@ Charles I just checked out the example, I think you can put all the camel routes configuration files into a single module and use Profile to start the services one by one.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,68,There is a spurious error when stopping a secure datanode. The error appears benign. The service was stopped correctly.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,69,"Aaron, wasn’t this fixed in a recent bug fix to git cl?",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,70,"I believe you guys. :) Still weird, we're pulling this out of any method into the global context so it's executed as soon as the script is loaded by the interpreter, and set as a default everywhere? At least warrants a comment, I think.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,71,Queries make very slow progress and report WaitForRPC() stuck for too long,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,72,feature camel-core does not install in karaf 4,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,73,"yes, it will be unregistered when the server is stopped - if I don't fully understand your concern; could you be more specific?",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,74,"Thanks for the tip, but this changes the way English text looks (Meiryo uses Verdana as its base, whereas I'm accustomed to seeing the English web in Arial. Arial Unicode MS is also a poor choice because it's been developed by font designers who are oblivious to Japanese typography issues (the small tsu, yo, etc. characters are positioned all wrong)). It really needs to be fixed properly, or at least an option given to prioritize Mincho/Gothic over the Chinese fonts when using the English-US UI.",1,1,,"SATD
```python
def classify"
Prompt_LLM,200,100,D1_to_D2,75,"Hi , it seems that asynchronous processors are not capable of multiplexed services. Am I correct?",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,76,I guess this is outdated,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,77,"Start TThreadPoolServer to server with as transportFactory. While using nc to test the specified port whether reachable, it will leak CLOSE_WAIT socket.That's because nc will close socket at once while successful connect TThreadPoolServer, but the server still try using sasl protocol to build an inputTransport which of course failed at once. However inputTransport is null which makes it can't close socket properly which lead to CLOSE_WAIT socket.",1,0,,"**SATD**

Explanation: The comment"
Prompt_LLM,200,100,D1_to_D2,78,"Windows has a maximum path length of 260 characters. KMS includes several long class file names. During packaging and creation of the distro, these paths get even longer because of prepending the standard war directory structure and our share/hadoop/etc. structure. The end result is that the final paths are longer than 260 characters, making it impossible to deploy a distro on Windows.",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,200,100,D1_to_D2,79,"Strange that this didn't trigger a warning for me. What system are you on, and what gcc version are you using?",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,80,"It looks like HBASE-9465 addresses one of the major flaws in our existing replication (namely that order of delivery is not assured). All I see in the reference guide is a note on Instead we should cover this in the replication section, especially given that we call out the order of delivery limitation.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,81,61433: Chrome OS: Omnibox dropdown font should be the same size as the text field font,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,82,Nevermind. This is a duplicate of 10925.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,83,Fix,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,84,Generated classes take up more space in jar than needed,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,85,HBASE-4658 breaks backward compatibility / example scripts,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,86,"Hey Billy: Thanks for the patch. You made size the determinant. I may be wrong, but I didn't think size mattered; the compaction is not done in RAM but by streaming a set of inputs to an output.",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,87,No reply in 2 months -,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,88,Did you check against trunk?,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,89,Fixed by change,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,90,"NativeS3FileSystem does not support any retry management for failed uploading to S3. If due to socket timeout or any other network exception, file uploading to S3 bucket fails, then uploading fails and temporary file gets deleted. Connection reset Source) Source) This can be solved by using asynchronous retry management. We have made following modifications to NativeS3FileSystem to add the retry management, which is working fine in our product system, without any uploading failure:",1,0,,"```python
""NON_SATD"
Prompt_LLM,200,100,D1_to_D2,91,"In 1.x DNs currently refuse to connect to NNs if their build *revision* (ie svn revision) do not match. TTs refuse to connect to JTs if their build *version* (version, revision, user, and source checksum) do not match. This prevents rolling upgrades, which is intentional, see the discussion in HADOOP-5203. The primary motivation in that jira was (1) it's difficult to guarantee every build on a large cluster got deployed correctly, builds don't get rolled back to old versions by accident etc, and (2) mixed versions can lead to execution problems that are hard to debug. However there are also cases when users know they two builds are compatible, eg when deploying a new build which contains the same contents as the previous one, plus a critical security patch that does not affect compatibility. Currently deploying a 1 line patch requires taking down the entire cluster (or trying to work around the issue by lying about the build revision or checksum, yuck). These users would like to be able to perform a rolling upgrade. In order to support this, let's add an option that is off by default, but, when enabled, makes the DN and TT version check just check for an exact version match (eg ""1.0.2"") but ignore the build revision (DN) and the source checksum (TT). Two builds still need to match the major, minor, and point numbers, but nothing else.",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,200,100,D1_to_D2,92,Is this not just:,0,0,,"```python
def classify_comment(comment:"
Prompt_LLM,200,100,D1_to_D2,93,"Right now thrift_c_glib contains a few sporadic doxygen-style comments which are, AFAICT, not actually used to generate any documentation. In order to generate a GObject Introspection repository g-ir-scanner scans the source code and looks for GTK-Doc comments which contain annotations (see necessary for the GIR to work properly. I've fully documented thrift_c_glib (well, the API is fully covered, although I'm the first to admit the documentation could be better) using GTK-Doc comments and added support to the build system to go ahead and actually build a manual.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,94,"Hi Claus Thanks for the response. The source of the '$' is Ola Hallengren's SQL maintenance script and that in turn is escaping a '\' in a database engine name. It seems like a better idea to fix the Camel code and make it more robust. I will look into providing a patch for this. Regards, Saycat",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,95,"There is no way to have a backwards compatible put command that does not take an attributes hash, just a timestamp? It's fine if timestamp has to be specified as part of the attribute hash if one is present.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,96,"The API you are suggesting to use is marked deprecated below in the patch, So we should suggest to use in the first place also. also There is reference to this method in java doc of other public APIs to use this one, I suggest to remove their also and point it to actual API we would like user to use. General practice what I follow is when ever I mark a API as deprecated I replace all of its reference from the code with the one we are suggesting to use in the java doc. If you also want to do this please also take care of the references in ruby scripts...",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,97,"Log entry like ""loading block md for 'table-x' file 'file-1'"" needs more file details logging",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,98,"For simple queries with one or two functions to codegen, we spent about 23ms or more out of 40ms of codegen time in preparation. We can save some time by not eagerly populating the map of to {{llvm::Function*}} map. This should help with the fixes for IMPALA-3638 when we create the LLVM module unconditionally.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,99,"The invalid HAR URI is caused here in On Windows, this creates a path that includes the drive specifier. Later, this gets used to construct a HAR URI for testing, which isn't valid, because it doesn't adhere to the the protocol-host format used by HAR URIs. The file handle leak happens in This method opens the _masterindex file, but not all code paths guarantee that the file will be closed. For example, parsing an invalid version throws an exception before the _masterindex file gets closed. There is a test that covers this case, so it leaks a file handle when that test runs. On Windows, this ultimately causes tests to fail during their post-test cleanup, because Windows file locking behavior causes the delete to fail.",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,200,100,D1_to_D2,100,": : 1. enable extenstions, by running: chromium --enable-extensions get a tiny toolbar on bottom of the browser getting a HUGE toolbar probably intended for blind people. Firebox toolbar in the bottom is really smaller. Attach a screenshot if possible.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,101,"Hi , We do have other dependencies which have conflicts. * * * * * * * * io.netty:netty Should I exclude all of them from the check (just like protobuf) or fix the issues by updating minor/build versions? Or should I exclude them now and update the versions/re-include them in a separate ticket? None of them need a major version update, so they should not cause problems, but I cannot guarantee. scala version from 2.10.4 to 2.10.5 (doesn't look risky) from 3.6.2.Final to 3.8.0.Final (might be risky) Some dependencies are only transitive at the moment, but the conflicts can be solved by adding them as provided dependencies with the following versions numbers: paranamer.version -guava.version -jets3t.version - It is also possible to exclude these dependencies with the older version from the tree and only keep the newest ones, but it would be harder to maintain. The enforcer plugin must also be updated to a newer version to handle excludes: - Regards, Tamaas",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,102,Closing all PyAuto issues (PyAuto is gone),0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,103,"I have found another minor insert hint related issue in ""To use a hint to influence the join order, put the hint keyword /* +SHUFFLE */ or /* +NOSHUFFLE */ (including the square brackets) after the PARTITION clause, immediately before the SELECT keyword."" I do not think that any join order is influenced by SHUFFLE in inserts, and there is also an inconsistency in hint style: "" /* +NOSHUFFLE */ (including the square brackets)""",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,200,100,D1_to_D2,104,Thanks Kai for the review! The updated patch addresses the issue in the test code. I also made a pass of the and removed unnecessary Javadoc,1,0,,"NON_SATD

Explanation: This"
Prompt_LLM,200,100,D1_to_D2,105,Fixed as part of JIRA-4230,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,106,Could you use the rebaseline tool to grab the image from the bots?,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,107,"We have ProtocolInfo specified in protocol interface with version info, but we don't have unit test to verify if/how it works. We should have tests to track this annotation work as expectation.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,108,Column Masking DML support,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,109,Haha.. I have a spelling problem and a tendency to omit words which may be incurable. :),1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,110,"+1, the patch makes sense to me. Thanks for the patch, and thanks !",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,111,Fix formatting in Tracing.md,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,112,25513 has been merged into this issue.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,113,Test case for patch.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,114,"No tests are required, because this is a change in packaging only. I committed this to trunk and branch-2. Alejandro, thank you for the code review.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,115,"Also, I have only noticed this when opening a new tab, then visiting a website! (Fixed typo)",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,116,"First question is why would you trigger online reindex on both nodes at the same time? This is not needed because if you trigger the online reindex on one node (e.g. passive), then every time a change will indexed then the plugin will forward it to the other node (active) and change will be indexed there as well. That is the current behavior of the plugin, without your current series of change which is not merged. Even if I forget about my first question, I still do not get how this can cause such heavy use of db connections. How many index.threads are you using? The default index.threads is 4 which means only 4 indexing tasks are forwarded at the time = 4 db connection used on the receiving side. How can this cause so many connection to be used?",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,117,The ipc package has three different 'Context' classes going on: + Scheduler Context (Context base class is inner class of RpcScheduler but is inner class of RpcServer -- fun). + We have a RequestContext which is set by CallRunner on each invocation -- nothing to do w/ scheduler context + Calls have an RpcCallContext which is something that is different again.,0,0,,"NON_SATD

Explanation:
This"
Prompt_LLM,200,100,D1_to_D2,118,So you are thinking more than just a client-side utility lib but an actual facade that does typing (though it is all client-side) as in for example TypedHTable that does something like typedHTable.put(new and int i = typedHTable.get(new HBase internally is still all byte arrays but it'd have this new class that made it look like we could exploit this typing info server-side (e.g. better compression)? I suppose I'd have to register a serializer w/ this new TypedHTable too? Would the serializer be per table?,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,119,"Hi Claus, are you sure that you want to delay this till 2.15.0? I think this issue is serious. Best regards Stephan",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,200,100,D1_to_D2,120,omissions in HOD documentation,1,0,,"NON_SATD

Explanation: The"
